item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q018,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,"What is the output of the following code?
#include <iostream>
#include <cstring>
int main() {
    char dest[10];
    char src[] = ""world"";
    strcpy(dest, src);
    std::cout << dest;
    return 0;
}",world,world followed by null characters,"Error, because dest is not initialized","Nothing, because strcpy might write beyond dest",A,"The strcpy function safely copies 'world' into dest, and since dest is sized appropriately, it outputs 'world'.",Expert1,,,,,,
Q019,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,"Which function is used to concatenate two C-strings, str1 and str2, modifying str1?","strcat(str1, str2)","strcat(str2, str1)","strcpy(str1, str2)","strlen(str1, str2)",A,"The strcat function appends str2 to str1, assuming there is enough space in str1.",Expert1,,,,,,
Q020,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,Why is the null character '\0' essential in C-strings?,It marks the end of the string,It allows indexing from negative values,It increases the string's memory usage,It is used for string comparison,A,"The null character indicates the termination of a C-string, preventing buffer overflows and ensuring correct string processing.",Expert1,,,,,,
Q021,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,"Consider a class `Person` with a public member variable `age`. To enforce encapsulation in C++, which modification would correctly hide the `age` variable and provide controlled access?",Make `age` private and provide public getter and setter methods.,Keep `age` public and add comments explaining its usage.,Use a macro to restrict access to `age`.,Declare `age` as a protected member to allow derived classes to modify it.,A,Encapsulation requires restricting direct access to data members and providing controlled methods for interaction.,Expert1,,,,,,
Q022,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,"A C++ class `Car` has a default constructor that does not initialize its member variables, leading to undefined behavior. Which change would correctly ensure proper initialization using the member initialization list?",Define the constructor with parameters and initialize members in the initialization list.,Use a copy constructor without an initialization list.,Declare the constructor as virtual and override it.,Make the member variables static and initialize them in the constructor body.,A,"In C++, member variables should be initialized in the constructor's initialization list for efficiency and to handle const members.",Expert1,,,,,,
Q023,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,"When a derived class `SportsCar` is created from a base class `Vehicle`, how are the constructors called in C++ to ensure proper initialization?","The derived class constructor is called first, followed by the base class constructor.","The base class constructor is called first, followed by the derived class constructor.","Constructors are called in the order of inheritance hierarchy, starting with the most derived class.","Only the base class constructor is called, and the derived class constructor is optional.",B,"In C++, the base class constructor is always called before the derived class constructor to ensure the base part is properly initialized.",Expert1,,,,,,
Q024,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,A C++ class `Counter` has a static member variable `count`. Which statement accurately describes the lifetime and access of this static member?,It is initialized once and shared among all instances of the class.,It is created and destroyed with each instance of the class.,It can only be accessed through a pointer to the static member.,It must be declared as const to be used in constructors.,A,"Static members in C++ are shared across all objects and exist for the lifetime of the program, initialized once.",Expert1,,,,,,
Q025,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,A C++ member function `displayInfo` of a class `Data` is declared as `const` but attempts to modify an instance variable. Which issue does this violate in object-oriented programming?,It should not be declared const because it modifies the object.,It is correct because const functions can modify members if declared mutable.,It violates encapsulation by exposing internal state.,It requires the parameter to be passed by value for modification.,A,"Declaring a const member function that modifies the object contradicts the const-correctness principle, as it implies no modification should occur.",Expert1,,,,,,
Q026,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,What is the value of x after executing x = 5?,5,"""5""",None,Error,A,Variables store the assigned value directly.,Expert1,,,,,,
Q027,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,What does the type() function do in Python?,Assigns a value to a variable,Converts data types,Returns the data type of an object,Deletes a variable,C,The type() function determines and returns the data type.,Expert1,,,,,,
Q028,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,"If y = ""hello"", what is the data type of y?",int,float,str,bool,C,Strings are defined with quotes and have the str data type.,Expert1,,,,,,
Q029,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,What is the purpose of boolean data types?,To store large numbers,To represent true or false values,To store text,To perform mathematical operations,B,Boolean data types handle logical states of true or false.,Expert1,,,,,,
Q030,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,How do you check if a variable is an integer?,"use isinstance(variable, int)",print(variable == int),type(variable) == int,variable.is_integer(),A,The isinstance() function checks if an object is of a specified type.,Expert1,,,,,,
Q031,Python Programming,Conditions & Loops,"Python Programming: conditions and loops (if/elif/else, for, while, indentation)",medium,,local,"Consider the following Python code snippet: 
while count < 10:
    count += 1
    if count == 5:
        break
What will be the value of 'count' after the loop finishes?",0,4,5,10,C,"The loop starts with 'count' less than 10. It increments 'count' each iteration until it reaches 5, at which point the 'break' statement exits the loop, leaving 'count' at 5.",Expert1,,,,,,
Q032,Python Programming,Conditions & Loops,"Python Programming: conditions and loops (if/elif/else, for, while, indentation)",medium,,local,"What would be the output of this Python code?
for i in range(1, 5):
    if i == 3:
        continue
    print(i)",1 2 3 4,1 2 3,1 2 4,1 2,C,"The 'continue' statement skips the iteration when i is 3, so the print statement for i=3 is not executed. The loop runs for i=1,2,3,4, but only prints i=1,2,4.",Expert1,,,,,,
Q033,Python Programming,Conditions & Loops,"Python Programming: conditions and loops (if/elif/else, for, while, indentation)",medium,,local,"Given this Python code:
try:
    result = 10 / 0
except:
    print(""Error"")
    print(""Done"")
How many times will 'Done' be printed?",0,1,2,3,C,"The 'except' block executes when a division by zero occurs. Inside the 'except' block, two print statements are called. The first prints 'Error', and the second prints 'Done', so 'Done' is printed once.",Expert1,,,,,,
Q034,Python Programming,Conditions & Loops,"Python Programming: conditions and loops (if/elif/else, for, while, indentation)",medium,,local,Which of the following best describes the purpose of indentation in Python loops?,To specify the block of code that executes inside the loop,To increase code readability but not affect execution,To change the data types during loop execution,To define loop variables globally,A,"Indentation in Python determines the scope of the loop body. Proper indentation is required for the code to execute correctly, as it defines which statements belong to the loop.",Expert1,,,,,,
Q035,Python Programming,Conditions & Loops,"Python Programming: conditions and loops (if/elif/else, for, while, indentation)",medium,,local,"What does the following Python code do?
while condition:
    if nested_condition:
        continue
    else:
        break",It breaks out of the loop if nested_condition is false,It skips the current iteration if nested_condition is true and breaks otherwise,It breaks out of the loop regardless of nested_condition,"It skips the current iteration if nested_condition is true, and breaks if false",D,"The 'continue' statement skips the rest of the loop body for the current iteration if nested_condition is true. The 'break' statement exits the loop if nested_condition is false, terminating the loop.",Expert1,,,,,,
Q036,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,"Consider the function definition: def greet(name, age): print(f'Hello {name}, you are {age} years old.') Which of the following statements correctly describes what happens when you call greet('Alice')?",The function executes successfully because name is provided but age is not.,A TypeError occurs because the greet function requires two arguments but only one is provided.,The function executes successfully and prints a message with a default age of 0.,A NameError occurs because the variable 'age' is not defined in the function.,B,Functions require all parameters to be provided unless they have default values. Missing a required parameter raises a TypeError.,Expert1,,,,,,
Q037,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What occurs when a variable is defined inside a function and then accessed outside that function?,The variable is accessible outside because Python has global scope by default.,The variable is not accessible outside unless declared as global inside the function.,"The variable is accessible outside with the same name, as functions modify global variables.",The variable is accessible outside only if it was defined before the function was called.,B,Variables defined inside a function have local scope and are not accessible outside the function unless explicitly declared as global.,Expert1,,,,,,
Q038,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,"If a Python function does not explicitly return a value using the 'return' statement, what does it return by default?",It returns the value None.,It returns an empty string.,It raises a TypeError.,It returns the last printed value from print statements inside the function.,A,"Functions in Python that lack a return statement return None by default, indicating the absence of a returned value.",Expert1,,,,,,
Q039,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,Which statement accurately describes the use of lambda functions in Python?,Lambda functions can have multiple statements and complex logic.,"Lambda functions are typically used for simple, unnamed calculations and can have only one expression.",Lambda functions are defined using the 'def' keyword and can have multiple arguments.,Lambda functions are always recursive and cannot be combined with other functions.,B,"Lambda functions are concise, anonymous functions defined with the 'lambda' keyword, limited to a single expression and used for simple operations.",Expert1,,,,,,
Q040,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,Consider the following code snippet: def outer(): x = 5 def inner(): print(x) return inner Which of the following is true about the variable 'x' inside the inner function?,It is not accessible because it has a different scope.,"It is accessible and can be modified by inner(), affecting the outer function.",It is accessible because Python allows non-local variables in nested functions.,It causes a NameError because 'x' is not defined in the global scope.,C,Inner functions in Python can access variables from the enclosing scope (non-local variables) due to Python's closure and scope rules.,Expert1,,,,,,
Q041,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"Given a list `fruits = ['apple', 'banana', 'cherry']`, what will `fruits[1]` return?",apple,banana,cherry,IndexError,B,"In Python, list indexing starts at 0, so index 1 corresponds to the second element, which is 'banana'.",Expert1,,,,,,
Q042,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"When iterating over a dictionary `person = {'name': 'Alice', 'age': 30}`, which method should be used to access both keys and values without unpacking?",person.values(),person.keys(),person.items(),for key in person:,C,"The `items()` method returns a view of key-value pairs, allowing iteration over both keys and values directly.",Expert1,,,,,,
Q043,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"Consider a list `numbers = [1, 2, 3, 4]`. After executing `numbers.append(5)`, what is the correct output of `print(numbers)`?","[1, 2, 3, 4]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, None]",An error because append requires a tuple,B,"The `append()` method adds a single item to the end of the list, so the list becomes [1, 2, 3, 4, 5].",Expert1,,,,,,
Q044,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"For a dictionary `grades = {'Alice': 'A', 'Bob': 'B'}`, which code snippet correctly prints all key-value pairs?",for grade in grades: print(grade),"for key in grades: print(key, grades[key])","for key, value in grades.items(): print(key, value)","print(grades.keys(), grades.values())",B,"Iterating directly over a dictionary gives keys, so accessing the dictionary with the key retrieves the corresponding value.",Expert1,,,,,,
Q045,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"If you have a list `colors = ['red', 'green', 'blue']`, what does `colors[0:2]` return?","['red', 'green']","['red', 'green', 'blue']","['green', 'blue']",A slice starting from index 0 to index 2 inclusive,A,"Python slicing [start:end] returns elements from start index to end index minus one, so [0:2] includes indices 0 and 1.",Expert1,,,,,,
Q046,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"Consider the following class hierarchy:

```
class Animal:
    def __init__(self, name):
        self.name = name

    def speak(self):
        return ""Some sound""

class Dog(Animal):
    def __init__(self, name, breed):
        super().__init__(name)
        self.breed = breed

    def speak(self):
        return ""Woof!""
```
If we create an instance `d = Dog(""Buddy"", ""Golden Retriever"")` and call `d.speak()`, which statement accurately describes the outcome and why?","It returns ""Some sound"" because the base class method is always called.","It returns ""Woof!"" because the derived class method overrides the base class method.",It returns None because the `speak` method is not properly defined in `Dog`.,It raises an AttributeError because the `Dog` class does not define an `__init__` method.,B,"The outcome is ""Woof!"" because the `Dog` class overrides the `speak` method from the base `Animal` class. When `speak` is called on a `Dog` instance, the overridden method in the derived class is executed, demonstrating method overriding in inheritance.",Expert1,,,,,,
Q047,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"In Python, what happens when a derived class does NOT override the `__init__` method of its base class, and we create an instance of the derived class?","The derived class uses its own `__init__` method, which is empty by default, leading to missing attributes.","Python automatically calls the base class `__init__` method, initializing the base class attributes.","The derived class does not have an `__init__` method, so an AttributeError is raised.","The base class `__init__` is not called, so any attributes required by the base class are not set.",B,"If a derived class does not override the `__init__` method, Python automatically calls the base class's `__init__` method when an instance is created. This ensures that base class attributes are properly initialized, preventing potential errors from uninitialized state.",Expert1,,,,,,
Q048,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"Given the following code:

```
class Base:
    def method(self):
        print(""Base method called"")

class Derived(Base):
    # Intentionally leaving method() unoverridden
    pass
```
What is the correct understanding when an instance of `Derived` calls `method()`?",It will raise a TypeError because `Derived` does not define `method`.,It will call the `method` from `Base` because `Derived` inherits all methods unless overridden.,It will fail with an AttributeError as `method` is not found in `Derived` or any ancestor.,"It will print ""Derived method called"" even without overriding, due to polymorphism.",B,"When a method is not overridden in the derived class, the base class method is inherited and accessible. Calling `method()` on a `Derived` instance will execute the `method` from `Base`, demonstrating that inheritance provides default behavior unless explicitly changed.",Expert1,,,,,,
Q049,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,Which of the following best describes the purpose and correct usage of the `__init__` method in the context of class inheritance?,The `__init__` method is only needed in base classes and should not be overridden in derived classes.,"Derived classes should override `__init__` to customize initialization, but must explicitly call the base `__init__` if needed.","The `__init__` method in derived classes automatically calls the base `__init__` method, so no explicit call is required.","`__init__` is a reserved method for constructor functionality and should be defined in all classes, even without inheritance.",B,"When designing classes with inheritance, derived classes often need to customize initialization. They should override `__init__` and explicitly call `super().__init__()` (or the base class name if not using `super`) to ensure proper initialization of the base class attributes before adding their own.",Expert1,,,,,,
Q050,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"In a scenario where multiple classes are involved through inheritance, and a method needs to access attributes from different parts of the hierarchy, which concept explains how Python determines which method to call?",Polymorphism allows any method to be called based on the reference type.,Encapsulation ensures that attributes are hidden from outside access.,Method overriding lets derived classes change the behavior of inherited methods.,Method Resolution Order (MRO) dictates the order in which base classes are searched for inherited methods and attributes.,D,"Method Resolution Order (MRO) is a key concept in Python's inheritance model. When a method is called on an object, Python uses the MRO (defined by the class hierarchy) to determine which method to use, starting from the class of the object and moving up the inheritance chain to the base classes.",Expert1,,,,,,
Q051,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,Which of the following is a primitive data type in Java?,int,String,Boolean,char,A,"In Java, primitive data types are the basic building blocks that store simple values directly, such as int for integers.",Expert1,,,,,,
Q052,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,"In Java, what does a variable of type String hold?",A reference to a String object,The actual characters,A primitive value,The length of the string,A,"Java uses references for objects like String, so a String variable holds a memory address pointing to the object, not the data directly.",Expert1,,,,,,
Q053,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,"If you declare a variable as 'final int x = 5;', what is true about x?",x can be reassigned,x is immutable,x must be initialized at declaration,x can only be used in loops,B,"The 'final' keyword in Java makes a variable constant, meaning its value cannot be changed once assigned, ensuring immutability for primitives.",Expert1,,,,,,
Q054,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,What is the scope of a local variable in a method?,The entire class,The method only,The instance only,It depends on the modifier,B,"Local variables in Java are confined to the block they are declared in, typically a method, and cannot be accessed outside that method.",Expert1,,,,,,
Q055,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,Which statement correctly describes the difference between primitive and reference types in Java?,"Primitives hold values, references hold object addresses","Primitives are objects, references are primitives","Primitives are immutable, references are mutable","Primitives are created with 'new', references are created without 'new'",A,"Primitive types in Java store the actual data value directly, while reference types store an address to an object in memory, allowing indirect access to objects.",Expert1,,,,,,
Q056,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,Which of the following correctly describes the behavior of an if-else statement in Java?,A. It always executes the else block if the condition is true.,B. It executes both blocks if the condition is true.,C. It executes the if block if the condition is false.,"D. It executes the if block if the condition is true, otherwise the else block.",D,"The if-else statement in Java executes the if block if the condition evaluates to true, and the else block if the condition is false.",Expert1,,,,,,
Q057,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,Consider the for loop: for (int i = 0; i < 5; i++) { System.out.println(i); }. How many times will this loop execute?,A. 4 times,B. 5 times,C. 6 times,D. Infinite times,B,"The loop initializes i to 0, checks if i < 5 (which is true for i=0,1,2,3,4), and increments i each time, so it executes 5 times.",Expert1,,,,,,
Q058,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,What will happen with the following code? int x = 5; while (x > 0) { System.out.println(x); x--; },A. It prints numbers from 5 down to 1.,B. It prints numbers from 5 down to 0.,C. It runs infinitely.,D. It throws an error.,A,"The while loop runs as long as x > 0. It starts with x=5, prints 5, decrements to 4, prints 4, and so on until x=1, prints 1, then x becomes 0 and loop stops.",Expert1,,,,,,
Q059,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,"In a switch statement in Java, what happens if a case does not have a break statement?",A. The program will compile with an error.,B. It will only execute that case and then exit the switch.,C. It will fall through to the next case.,D. It will skip the next case.,C,"In Java, if a case in a switch does not have a break statement, the execution will fall through to the subsequent cases, unless a break is encountered or the switch ends.",Expert1,,,,,,
Q060,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,What is the key difference between a while loop and a do-while loop in Java?,A. do-while always executes the loop body at least once.,B. do-while checks the condition before executing the loop body.,C. do-while is faster than while loop.,D. do-while cannot be used with certain data types.,A,"The key difference is that a do-while loop executes the body at least once before checking the condition, whereas a while loop checks the condition before executing the body.",Expert1,,,,,,
Q061,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,"In Java, static fields are:",Unique to each instance of the class,Shared among all instances of the class,Declared with the 'final' keyword only,Accessed using the 'this' keyword,B,"Static fields are shared across all instances, so changes to one instance affect all.",Expert1,,,,,,
Q062,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,"To call a static method in Java, you use:",An instance of the class,The class name,The 'new' keyword,A subclass,B,"Static methods are associated with the class, not instances, so they are called with the class name.",Expert1,,,,,,
Q063,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,"When you create an object in Java using the 'new' keyword, what happens if the class has no constructor defined?",A default constructor with no arguments is provided,"No constructor is available, so instantiation fails",The default constructor is only available if the class is public,A constructor with all default arguments is used,A,"Java provides a default no-arg constructor if none is defined, allowing instantiation.",Expert1,,,,,,
Q064,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,Which of the following methods can be called directly on the class without creating an instance?,Instance method,Static method,Abstract method,Final method,B,Static methods are associated with the class and can be called without instantiation.,Expert1,,,,,,
Q065,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,"In Java, a constructor is:",A method with the same name as the class and no return type,A method that must have a return type,Only used for creating objects,Always public,A,"Constructors have the same name as the class, no return type, and are used to initialize objects.",Expert1,,,,,,
Q066,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Consider the following Java code: class Animal { public void makeSound() { System.out.println('Generic sound'); } } class Dog extends Animal { public void makeSound() { System.out.println('Bark'); } } public class Main { public static void main(String[] args) { Animal myDog = new Dog(); myDog.makeSound(); } } What is printed to the console when this program is run?,Generic sound,Bark,Nothing is printed,An error occurs at runtime,B,"Due to polymorphism, the method called is the one from the actual object (Dog), not the reference type (Animal).",Expert1,,,,,,
Q067,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,"In Java, what does the 'super' keyword do in a subclass constructor?",Calls the superclass's constructor,Calls the current class's constructor,References the superclass for method calls,Inhibits inheritance,A,"The 'super' keyword is used to call the superclass constructor, which is necessary to initialize the part of the object inherited from the superclass.",Expert1,,,,,,
Q068,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Which of the following statements is true about method overriding in Java?,A subclass can override a method with a method that has a different parameter list,A final method can be overridden by a subclass,The method being overridden in the subclass must have the same name and parameter list,Overriding is achieved by using method overloading,C,"For method overriding, the method signature (name and parameters) must be identical in the superclass and subclass. The return type can be covariant, but the parameters must match exactly.",Expert1,,,,,,
Q069,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Given the following code: abstract class Shape { abstract void draw(); } class Circle extends Shape { void draw() { System.out.println('Drawing circle'); } } public class Main { public static void main(String[] args) { Shape s = new Circle(); s.draw(); } } What is the output of the program?,Error: abstract method must be implemented,Drawing circle,Nothing is printed,Generic shape drawing,B,"The method 'draw' is overridden in the subclass Circle, and since the reference is of type Shape, the overridden method is called at runtime based on the actual object type.",Expert1,,,,,,
