item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q028,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What is the correct behavior of a lambda function defined inside a loop with a shared variable?,The lambda captures the variable's value at definition time,The lambda captures the variable's value at call time,The lambda creates a new variable for each iteration,The lambda ignores the shared variable entirely,B,"Lambda functions capture variables by reference, not by value. This means all lambdas in a loop will reference the same variable, which may hold the last value from the loop.",Expert1,,,,,,
Q029,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What is the result of executing the first return statement in a function with multiple return statements?,The function exits immediately after the first return,The remaining return statements are executed in order,"The first return is ignored, and the last return is executed",The function continues execution after the first return,A,"Once a return statement is executed, the function exits immediately, and any subsequent return statements are not processed.",Expert1,,,,,,
Q030,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What term describes the actual values passed to a function when it is called?,Parameters,Arguments,Parameters and arguments are interchangeable terms,Formal parameters,B,"Parameters are the variables listed in the function definition, while arguments are the actual values passed during a function call.",Expert1,,,,,,
Q031,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,What does the list index -1 refer to in Python?,First element,Last element,Error: Negative indices are invalid,All elements,B,"Negative indices in Python count from the end of the list, so -1 refers to the last element.",Expert1,,,,,,
Q032,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,Which dictionary method returns a list of all keys?,keys(),values(),items(),get(),A,"The keys() method returns a view object of the dictionary's keys, which can be converted to a list.",Expert1,,,,,,
Q033,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"When iterating through a dictionary using for loop, what does the loop variable represent by default?",Keys,Values,Items (key-value pairs),All elements,A,"By default, iterating through a dictionary yields keys, unless specified otherwise with .keys(), .values(), or .items().",Expert1,,,,,,
Q034,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,Which list method removes the first occurrence of a specified value?,remove(),pop(),delete(),clear(),A,The remove() method deletes the first occurrence of a specified value in a list.,Expert1,,,,,,
Q035,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,How can you retrieve all keys from a dictionary in Python?,dict.keys(),dict.values(),dict.items(),dict.get(),A,"The keys() method returns a view object of the dictionary's keys, accessible via dict.keys().",Expert1,,,,,,
Q036,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,Which of the following best describes the purpose of the __init__ method in a Python class?,To define class-level variables,To execute code when the class is defined,To initialize instance variables when an object is created,To enforce static typing for class attributes,C,The __init__ method is a special constructor method that initializes instance variables when an object is instantiated.,Expert1,,,,,,
Q037,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"When a subclass overrides a method from its parent class, which method is executed when the method is called on an instance of the subclass?",The parent class's method,The subclass's method,Both methods in sequence,Neither method,B,Method overriding in inheritance allows the subclass to provide a specific implementation of a method already defined in its parent class.,Expert1,,,,,,
Q038,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"If a subclass calls super().method() within its overridden method, which version of the method is executed?",The subclass's overridden method,The parent class's original method,Both methods in sequence,The method from the deepest subclass,B,"The super() function calls the parent class's method, allowing for method chaining and maintaining functionality from the parent class.",Expert1,,,,,,
Q039,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"In Python, what is the default access level for class attributes and methods if no explicit access modifier is used?",Private (prefixed with __),Protected (prefixed with _),Internal (prefixed with @@),Public (no prefix),D,"Python uses no access modifiers by default, treating all attributes and methods as public unless explicitly restricted with naming conventions.",Expert1,,,,,,
Q040,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,Which concept allows objects of different classes related by inheritance to be treated as objects of a common superclass?,Encapsulation,Abstraction,Inheritance,Polymorphism,D,"Polymorphism enables objects of different classes to be treated as objects of a shared superclass, allowing uniform interaction through interfaces.",Expert1,,,,,,
Q041,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,Which of the following is a primitive data type in Java?,int,String,ArrayList,Scanner,A,"Primitive data types are built-in types like int, byte, char, etc. String is a reference type.",Expert1,,,,,,
Q042,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,Which data type in Java is stored by reference rather than by value?,int,double,String,boolean,C,"Reference types (e.g., String, objects) store references to memory locations, while primitives store values directly.",Expert1,,,,,,
Q043,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,What does the keyword 'final' do for a variable in Java?,Prevents the variable from being modified after initialization,Makes the variable static,Allows the variable to be accessed across packages,Marks the variable as a constant with automatic value calculation,A,The 'final' keyword ensures a variable's value cannot be changed once assigned.,Expert1,,,,,,
Q044,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,What is the scope of a local variable in Java?,The entire class,The method in which it is declared,"The block (e.g., if, for, or method) in which it is declared",The package,C,Local variables are accessible only within the block they are declared in.,Expert1,,,,,,
Q045,Java Programming,Variables & Data Types,"Java Programming: variables and data types (primitives, reference types, final, scope)",easy,,local,Which of the following is true about primitive data types in Java?,"They have default values (e.g., 0 for int)",They can be null,They are objects,They are reference types,A,"Primitive types have default values, while reference types default to null.",Expert1,,,,,,
Q046,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Which of the following correctly describes the use of the 'super' keyword in method overriding?,It allows a subclass to call the overridden method of the superclass.,It is used to call the constructor of the superclass.,It is used to access the superclass's private variables.,It is used to invoke the overridden method of the subclass.,A,"The 'super' keyword is used to explicitly call the superclass's overridden method, ensuring the parent class's implementation is executed.",Expert1,,,,,,
Q047,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Consider a method reference: Animal a = new Tiger(); a.eat(); Which method is executed based on polymorphism?,The eat() method from the Animal class.,The eat() method from the Tiger class.,The eat() method from the Object class.,The eat() method from the interface implementing Animal.,B,Polymorphism allows the method call to resolve to the overridden method in the actual object's class (Tiger) at runtime.,Expert1,,,,,,
Q048,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,What is the correct behavior of the 'super' keyword in a constructor?,It must be the first statement in the subclass constructor.,It is optional and can be placed anywhere in the constructor.,It is used to call the superclass's constructor with parameters.,It is used to call the superclass's constructor without parameters.,A,The 'super' keyword must be the first statement in a subclass constructor to invoke the superclass constructor explicitly.,Expert1,,,,,,
Q049,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Which scenario correctly illustrates method overriding in Java?,A subclass defines a method with the same name and parameters as a superclass method.,A subclass defines a method with the same name but different parameters as a superclass method.,A subclass defines a method with the same name and return type but different parameters.,A subclass defines a method with the same name and parameters but different return type.,A,Method overriding requires the same method signature (name and parameters) in both the superclass and subclass.,Expert1,,,,,,
Q050,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,"In polymorphism, which factor determines the method executed at runtime?",The declared type of the reference variable.,The actual object type at runtime.,The parameter types of the method.,The return type of the method.,B,Polymorphism resolves method calls based on the actual object type (runtime) rather than the reference variable's declared type.,Expert1,,,,,,
Q051,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which operation on an ArrayList has the highest time complexity when the list is not full and elements are added to the end?,Adding to the end,Inserting in the middle,Removing from the beginning,Accessing by index,B,"ArrayList uses a dynamic array. Inserting in the middle requires shifting elements, resulting in O(n) time complexity. Adding to the end is O(1) amortized.",Expert1,,,,,,
Q052,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,What is the default initial capacity and load factor for a HashMap in Java?,16 and 0.75,10 and 0.5,8 and 0.75,32 and 0.5,A,HashMap defaults to an initial capacity of 16 and a load factor of 0.75 to balance space and time efficiency during resizing.,Expert1,,,,,,
Q053,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which interface method is NOT part of the List interface?,"add(int index, E element)","put(E key, V value)",remove(int index),contains(Object o),B,"The put method is part of the Map interface, not List. List methods include add, remove, and contains, but not key-value operations.",Expert1,,,,,,
Q054,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which statement correctly describes the order of elements in a HashMap before Java 8?,Elements are stored in insertion order,Elements are stored in the order of hash values,Elements are stored in a random order,Elements are stored in the order of bucket insertion,D,"Before Java 8, HashMap used a linked list for collision resolution, and elements in the same bucket were ordered by insertion. However, the overall order was not guaranteed.",Expert1,,,,,,
Q055,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which operation on a HashMap is guaranteed to have O(1) average time complexity?,get(Object key),putAll(Map m),remove(Object key),containsValue(Object value),A,"The get method in HashMap uses hashing to directly locate entries, resulting in O(1) average time complexity. Other methods may involve traversing linked lists or trees, increasing complexity.",Expert1,,,,,,
Q056,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,Which statement correctly describes a static array?,It can dynamically resize itself when elements are added.,Its size is fixed at the time of creation.,It allows for efficient insertion in the middle.,It uses linked memory blocks for storage.,B,Static arrays have a fixed size determined at declaration.,Expert1,,,,,,
Q057,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is the primary advantage of zero-based indexing in arrays?,It allows negative indices for easier calculations.,It simplifies arithmetic for array element access.,It reduces memory usage by 50%.,It enables random access to elements.,B,Zero-based indexing simplifies arithmetic for calculating memory addresses.,Expert1,,,,,,
Q058,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,Which loop structure is most commonly used for traversing an array?,for (i = 0; i < length; i++),while (i <= length) { ... },do-while loop with a fixed condition,nested for loops for 2D arrays,A,A for loop with index increment is standard for array traversal.,Expert1,,,,,,
Q059,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is the time complexity for accessing an element by index in an array?,O(n),O(log n),O(1),O(n^2),C,Arrays provide constant-time access via direct indexing.,Expert1,,,,,,
Q060,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,"When a dynamic array resizes, what happens to its elements?",They are automatically garbage-collected.,They are copied to a new memory block.,They are deleted and reinserted.,They remain in place with new space added.,B,Dynamic arrays require copying elements to a new block during resizing.,Expert1,,,,,,
Q061,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,Which operation is unique to doubly linked lists compared to singly linked lists?,Traversal in both forward and backward directions,Insertion at the beginning,Deletion of the last node,Traversal using a pointer array,A,"Doubly linked lists have bidirectional traversal via next and previous pointers, while singly linked lists only allow forward traversal.",Expert1,,,,,,
Q062,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,"When inserting a new node at the beginning of a singly linked list, which step is NOT required?",Set the new node's next pointer to the current head,Update the head to point to the new node,Check if the list is empty,Set the new node's previous pointer to null,D,"Singly linked lists do not track previous pointers, so setting the new node's previous pointer is unnecessary.",Expert1,,,,,,
Q063,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,Which scenario requires adjusting the previous node's next pointer during deletion in a singly linked list?,Deleting the head node,Deleting a middle node,Deleting the tail node,Deleting a node with a known previous pointer,B,Deleting a middle node requires updating the previous node's next pointer to bypass the deleted node.,Expert1,,,,,,
Q064,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,What is the correct sequence for inserting a node at the beginning of a doubly linked list?,"Set new node's next to head, set head's previous to new node, update head to new node","Set new node's previous to null, set head to new node, update tail to new node","Set new node's next to null, set head to new node, update tail to new node","Set new node's previous to head, set head's next to new node, update head to new node",A,Inserting at the beginning requires linking the new node to the current head and updating the head pointer.,Expert1,,,,,,
Q065,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,Which traversal method is NOT possible with a singly linked list?,Forward traversal from head to tail,Backward traversal from tail to head,Random access via index,Traversal using a pointer array,B,"Singly linked lists only allow forward traversal, while backward traversal requires a doubly linked list or additional data structures.",Expert1,,,,,,
Q066,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which operation is used to add an element to a queue?,enqueue,dequeue,push,pop,A,"Enqueue adds elements to the rear of a queue, while dequeue removes elements from the front.",Expert1,,,,,,
Q067,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which data structure is best suited for implementing a depth-first search algorithm?,Queue,Stack,Linked list,Array,B,Stacks are used in DFS to track the path and backtrack efficiently.,Expert1,,,,,,
Q068,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,What is the primary difference between stack and queue operations?,"Stacks use FIFO, queues use LIFO","Stacks use LIFO, queues use FIFO","Stacks use random access, queues use sequential access","Stacks use enqueue, queues use push",B,"Stacks follow LIFO (last-in, first-out), while queues follow FIFO (first-in, first-out).",Expert1,,,,,,
Q069,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which operation removes the top element from a stack?,enqueue,dequeue,pop,push,C,The pop operation removes and returns the top element from a stack.,Expert1,,,,,,
Q070,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which application is best suited for a queue data structure?,Undo functionality in text editors,Expression evaluation,Task scheduling in operating systems,Recursive function calls,C,Queues are used in task scheduling to manage processes in FIFO order.,Expert1,,,,,,
Q071,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,A complete binary tree with 15 nodes has how many levels? (Assume root is level 1),3,4,5,6,B,A complete binary tree with h levels has 2^h - 1 nodes. Solving 2^h - 1 = 15 gives h = 4.,Expert1,,,,,,
Q072,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,What is the minimum number of nodes in a binary search tree (BST) of height h? (Height defined as number of edges),h,h + 1,2^h,2^(h+1),B,A BST with minimum nodes forms a linear chain (each node has one child). Height h implies h+1 nodes.,Expert1,,,,,,
Q073,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,Which traversal of a binary search tree (BST) produces a sorted sequence in ascending order?,In-order,Pre-order,Post-order,Level-order,A,"In-order traversal visits left subtree, root, then right subtree, which mirrors BST's sorted property.",Expert1,,,,,,
Q074,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"Given post-order traversal of a binary tree: 3, 5, 2, 7, 6, 4, 1. What is the root node?",1,2,4,7,A,"Post-order traversal visits left, right, root. The last element in the sequence is the root.",Expert1,,,,,,
Q075,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,What is the worst-case time complexity for searching in a binary search tree (BST)?,O(log n),O(n),O(n log n),O(1),B,"Worst-case occurs when the BST is skewed (like a linked list), requiring O(n) comparisons.",Expert1,,,,,,
Q076,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,"Which factor most directly determines the probability of collisions in a hash table, assuming a well-designed hash function?",Table size,Hash function quality,Load factor,Collision resolution method,C,The load factor (occupied slots / total slots) directly influences collision probability. A higher load factor increases collisions even with a good hash function.,Expert1,,,,,,
Q077,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which collision resolution technique allows for variable-sized data storage while maintaining O(1) average lookup time?,Open addressing with linear probing,Chaining with linked lists,Double hashing,Separate chaining with balanced trees,B,"Chaining uses linked lists (or other structures) to store multiple entries at the same index, allowing dynamic data size without affecting average time complexity.",Expert1,,,,,,
Q078,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,When does the average case time complexity for hash table lookup remain O(1) under uniform hashing?,When the load factor approaches 1.0,When collisions are resolved via open addressing,When the load factor is kept below 0.7,When the table size is a prime number,C,"The average O(1) time complexity holds when the load factor is low, ensuring minimal collisions and uniform distribution of keys.",Expert1,,,,,,
Q079,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which hash function property is most critical for minimizing collisions in a hash table?,Speed of computation,Uniform distribution of output values,Ability to handle large input sizes,Deterministic output for same inputs,B,"Uniform distribution ensures keys are spread evenly across the table, reducing collision chances. Determinism is required but not the primary factor for collision minimization.",Expert1,,,,,,
Q080,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which scenario ensures the average O(1) time complexity for hash table operations?,High load factor with chaining,Low load factor with a perfect hash function,Any load factor with open addressing,Fixed table size with dynamic resizing,B,"A perfect hash function eliminates collisions, and a low load factor ensures minimal collisions, maintaining O(1) average time complexity for lookups.",Expert1,,,,,,
Q081,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,What does an entity represent in the entity-relationship model?,A data type,A property or characteristic,A real-world object or concept,A relationship between entities,C,"An entity represents a real-world object or concept, such as a person, place, or thing.",Expert1,,,,,,
Q082,Database Systems,ER Model,"Database Systems: entity-relationship model (entities, attributes, relationships, cardinality)",easy,,local,Which of the following defines an attribute in the ER model?,A connection between entities,A relationship type,A property or characteristic of an entity,A cardinality constraint,C,"An attribute describes a property or characteristic of an entity, such as a person's name or address.",Expert1,,,,,,
