item_id,domain,subtopic,topic,difficulty,model_name,backend,question_text,choice_a,choice_b,choice_c,choice_d,correct_choice_label,explanation,rater_id,topic_relevance,semantic_correctness,answer_key_correctness,question_clarity,acceptable,notes
Q011,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,What is the index of the last element in a C++ array with 5 elements?,4,5,3,0,A,"C++ arrays are zero-indexed, so the last element of a 5-element array is at index 4.",Expert1,1,1,1,1,1,
Q012,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,Which operation correctly checks if a C-string is empty?,"if (str == """")",if (strlen(str) == 0),if (str[0] == '\0'),"if (strcmp(str, """") == 0)",B,"The strlen function returns the length of a C-string, so checking if it equals 0 confirms an empty string.",Expert1,1,1,1,1,1,
Q013,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,Which function is used to concatenate two C-strings?,strcpy,strcat,strlen,strcmp,B,"strcat appends the contents of one C-string to another, modifying the destination string.",Expert1,1,1,1,1,1,
Q014,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,Which function correctly compares two C-strings for equality?,if (str1 == str2),"if (strcmp(str1, str2) == 0)",if (strlen(str1) == strlen(str2)),"if (strcpy(str1, str2))",B,"strcmp returns 0 when two C-strings are identical, making it the correct comparison function.",Expert1,1,1,1,1,1,
Q015,C++ Programming,Arrays & Strings,"C++ Programming: arrays and strings (indexing, C-strings, basic string operations)",medium,,local,What is a key difference between C-strings and C++ std::string objects?,C-strings require manual memory management,C++ strings are null-terminated,C-strings support dynamic resizing,C++ strings are faster for concatenation,A,"C-strings are raw character arrays requiring manual memory management, while std::string handles it automatically.",Expert1,1,1,1,1,1,
Q016,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,Which of the following is NOT a principle of encapsulation in C++?,Hiding implementation details,Allowing direct access to private members,Encapsulating data and behavior,Providing controlled access to data,B,"Encapsulation hides data and provides controlled access through public methods, not direct access to private members.",Expert1,1,1,1,1,1,
Q017,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,Which scenario would prevent the compiler from generating a default constructor for a class?,If the class has a constructor with parameters,If the class has a destructor,If the class has a private member,If the class has a static member,A,A user-defined constructor (with parameters) explicitly prevents the compiler from generating a default constructor.,Expert1,1,1,1,1,1,
Q018,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,Which access specifier allows members to be accessed by any code in the program?,public,private,protected,friend,A,The public access specifier grants unrestricted access to members from any code in the program.,Expert1,1,1,1,1,1,
Q019,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,What is the purpose of a constructor in C++?,To destroy an object,To initialize an object,To define member functions,To manage memory allocation,B,Constructors are called automatically when an object is created to initialize its state.,Expert1,1,1,1,1,1,
Q020,C++ Programming,OOP,"C++ Programming: object-oriented programming (classes, objects, encapsulation, constructors)",hard,,local,Which of the following best describes encapsulation in C++?,Making all members private,Hiding data and providing controlled access,Exposing all data for direct access,Preventing inheritance,B,"Encapsulation combines data and methods into a class, hiding data and exposing controlled access via public interfaces.",Expert1,1,1,1,1,1,
Q021,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,How do you assign the value 10 to a variable in Python?,x = 10,x == 10,x := 10,x = 10;,A,The equals sign (=) is used for assignment in Python.,Expert1,1,1,1,1,1,
Q022,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,Which of the following is an integer in Python?,5,5,'5',TRUE,A,Integers are whole numbers without decimal points.,Expert1,1,1,1,1,1,
Q023,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,Which of the following is a string in Python?,123,123.45,"""123""","[1, 2, 3]",C,Strings are enclosed in quotes (single or double).,Expert1,1,1,1,1,1,
Q024,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,Which of the following is a boolean value in Python?,0,1,TRUE,'True',C,Boolean values are True or False (case-sensitive).,Expert1,1,1,1,1,1,
Q025,Python Programming,Variables & Data Types,"Python Programming: variables and data types (assignment, int/float/str/bool, type basics)",easy,,local,Which function is used to get the type of a variable in Python?,type(),print(),str(),len(),A,The type() function returns the data type of a variable.,Expert1,1,1,1,1,1,
Q026,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What is the correct way to define a function with default parameters in Python?,def greet(name='Guest'):,def greet(name='Guest'),def greet(name='Guest';),def greet(name='Guest') {},A,"Default parameters in function definitions must be specified in the parameter list with an equals sign, and the syntax requires parentheses without a trailing semicolon.",Expert1,1,1,1,1,1,
Q027,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,Which statement correctly describes the scope of a variable defined inside a function?,It has global scope and is accessible outside the function.,It has local scope and is only accessible within the function.,It has module scope and is accessible to all functions in the file.,It has block scope and is accessible only within the function's code block.,B,"Variables defined inside a function have local scope, meaning they are only accessible within the function's body.",Expert1,1,1,1,1,1,
Q028,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,Which lambda function correctly calculates the square of a number?,lambda x: x ** 2,lambda x: x * 2,def square(x): return x ** 2,lambda x: x^2,A,"Lambda functions use the ** operator for exponentiation, not the ^ symbol which is used for bitwise XOR in Python.",Expert1,1,1,1,1,1,
Q029,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,What does the return statement in a function do?,Terminates the function and exits immediately.,Prints the value to the console.,Assigns the value to a global variable.,Raises an exception and stops execution.,A,"The return statement exits the function and optionally returns a value to the caller, terminating execution of the function.",Expert1,1,1,1,1,1,
Q030,Python Programming,Functions,"Python Programming: functions (def, parameters, return, scope, lambda intro)",medium,,local,Which scenario correctly demonstrates the use of *args in a function?,def sum_all(*args): return sum(args),def sum_all(args): return sum(args),def sum_all(*args): return sum(*args),def sum_all(args): return sum(*args),A,"*args collects all positional arguments into a tuple, which can then be summed directly without unpacking.",Expert1,1,1,1,1,1,
Q031,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,What does the list.index(element) method return if the element is not found?,Raises a ValueError,Returns -1,Returns 0,Returns the length of the list,A,The index() method raises ValueError if the element is not present in the list.,Expert1,1,1,1,1,1,
Q032,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,Which dictionary method returns a view of the keys in the dictionary?,dict.keys(),dict.values(),dict.items(),dict.get(),A,The keys() method returns a view object of the dictionary's keys.,Expert1,1,1,1,1,1,
Q033,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,"When iterating over a dictionary using a for loop, what does the loop variable represent by default?",The keys,The values,The key-value pairs,The index positions,A,"By default, iterating over a dictionary yields its keys.",Expert1,1,1,1,1,1,
Q034,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,What is the correct way to remove the last element from a list?,list.pop(),list.remove(),list.delete(),list.pop(-1),A,The pop() method without arguments removes and returns the last element.,Expert1,1,0,1,1,0,list.pop() and list.pop(-1) get the same result
Q035,Python Programming,Lists & Dictionaries,"Python Programming: lists and dictionaries (indexing, methods, keys/values, iteration)",medium,,local,Which operation correctly checks if a key exists in a dictionary without raising an error?,if 'key' in dict,if dict['key'],if dict.get('key'),if dict.has_key('key'),A,The 'in' operator checks for key existence safely without exceptions.,Expert1,1,1,1,1,1,
Q036,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"When a subclass overrides a method from its parent class, which of the following correctly describes the behavior?",The parent class's method is automatically called before the subclass's method.,The subclass's method completely replaces the parent class's method.,The method in the parent class is hidden and cannot be accessed.,The subclass must explicitly call the parent's method using super().,B,"Method overriding in Python replaces the parent class's method with the subclass's implementation, unless super() is used to explicitly call the parent's version.",Expert1,1,1,1,1,1,
Q037,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,Which of the following correctly describes the role of the __init__ method in a Python class?,It is automatically called when a class is defined.,It is used to initialize instance variables and perform setup tasks.,It is a reserved keyword and cannot be renamed.,It is only executed when the class is inherited by a subclass.,B,"The __init__ method serves as a constructor in Python classes, initializing instance variables and performing setup when an object is instantiated.",Expert1,1,1,1,1,1,
Q038,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,Consider a class hierarchy where a subclass does not explicitly call super().__init__(). Which scenario is guaranteed to occur?,The parent class's __init__ method is always called.,The subclass's __init__ method is never called.,The program will raise a TypeError if the parent's __init__ requires arguments.,The subclass inherits all methods from the parent class without modification.,C,"Omitting super().__init__() in a subclass can lead to errors if the parent's constructor requires parameters, as Python does not automatically call it.",Expert1,1,1,1,1,1,
Q039,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"Which statement accurately describes Python's approach to access modifiers (e.g., private, protected) in inheritance?","Python enforces strict access control with public, private, and protected keywords.",Python uses underscores (_) and double underscores (__) as naming conventions for access levels.,Inheritance in Python automatically grants access to all attributes of the parent class.,Private attributes in a parent class are always inaccessible to subclasses.,B,"Python relies on naming conventions (single/_ or double/__ underscores) to indicate access levels, but these are not enforced by the language itself.",Expert1,1,1,1,1,1,
Q040,Python Programming,OOP,"Python Programming: object-oriented programming (class, __init__, methods, inheritance basics)",hard,,local,"When a subclass inherits from multiple parent classes, how does Python resolve method conflicts?",It uses method overloading to prioritize the most recently defined method.,It follows the method resolution order (MRO) defined by the class hierarchy.,It raises an error unless all parent methods are identical.,It randomly selects a method from the parent classes.,B,"Python resolves method conflicts through the method resolution order (MRO), which determines the priority of method calls in a hierarchy of inherited classes.",Expert1,1,1,1,1,1,
Q041,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,What is the correct behavior of a switch statement when a case does not have a break statement?,It compiles but executes the next case automatically,It throws a runtime exception,It skips all subsequent cases,It compiles only if the case is the last one,A,"A switch statement without a break in a case will fall through to the next case, executing its code as well.",Expert1,1,1,1,1,1,
Q042,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,Which of the following for loop structures will cause an infinite loop?,for (int i = 0; i < 10; i++),for (int i = 10; i > 0; i--),for (int i = 0; i < 10; i = i + 1),for (int i = 0; i < 10; i = i - 1),D,"The loop condition i < 10 will never be false if i is decremented, leading to an infinite loop.",Expert1,1,1,1,1,1,
Q043,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,"Which loop construct guarantees at least one iteration, even if the condition is false initially?",for loop,while loop,do-while loop,if-else loop,C,"The do-while loop checks the condition after executing the block, ensuring at least one iteration.",Expert1,1,1,1,1,1,
Q044,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,Which of the following is true about switch statements in Java?,They can only use integer types as case labels,They can use String types starting from Java 7,They require a default case for all possible values,They support range-based case matching,B,"Java 7 introduced support for String types in switch statements, though they must be compile-time constants.",Expert1,1,1,1,1,1,
Q045,Java Programming,Control Structures,"Java Programming: control structures (if/else, for, while, switch)",medium,,local,"What is the result of the following code? int x = 5; if (x > 3) { System.out.println(""A""); } else { System.out.println(""B""); }",A is printed,B is printed,Both A and B are printed,No output is generated,A,"Since x is 5, which is greater than 3, the if block executes and prints ""A"".",Expert1,1,1,1,1,1,
Q046,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,Which of the following is NOT part of a class definition in Java?,Constructor,Fields,Methods,Instantiation,D,"Instantiation refers to creating an object from a class, which is a process, not part of the class definition itself.",Expert1,1,1,1,1,1,
Q047,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,"To access a static field from another class in Java, which keyword is used?",class name,this,static,instance variable,A,"Static fields are accessed using the class name, not an instance of the class.",Expert1,1,1,1,1,1,
Q048,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,Which of the following is NOT allowed in method overloading in Java?,"Same name, different parameters","Same name, same parameters",Different return types,Different access modifiers,B,Method overloading requires different parameter lists; same name and parameters cause a compile error.,Expert1,1,1,1,1,1,
Q049,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,What happens when you instantiate a class in Java using the new keyword?,Constructor is called,Fields are initialized,Memory is allocated,All of the above,D,"Instantiation triggers constructor execution, field initialization, and memory allocation.",Expert1,1,1,1,1,1,
Q050,Java Programming,Classes & Objects,"Java Programming: classes and objects (class definition, fields, methods, instantiation)",medium,,local,What is the primary purpose of a constructor in Java?,Initialize objects,Define class structure,Create methods,Declare variables,A,Constructors are used to initialize objects and set their initial state.,Expert1,1,1,1,1,1,
Q051,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Which of the following correctly describes the behavior of method overriding in Java when a subclass calls the superclass's overridden method?,The superclass method is always called using the 'super' keyword regardless of access modifiers.,The superclass method can be called using 'super.methodName()' or directly via the method name if the subclass method is static.,The superclass method cannot be called in an overridden method due to runtime polymorphism.,The superclass method is only accessible if the subclass method is declared as private.,B,"Overriding allows the subclass to call the superclass method explicitly via 'super' or implicitly if the method is static. Static methods cannot be overridden, only hidden.",Expert1,1,1,1,1,1,
Q052,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,"When a superclass method is overridden in a subclass, how does the Java compiler determine which method to invoke at compile time?",Based on the actual object's runtime type.,Based on the reference variable's declared type.,Based on the method's return type.,Based on the method's parameter types.,B,"Java uses static binding for method calls at compile time, resolving based on the reference variable's declared type, not the actual object's type.",Expert1,1,1,1,1,1,
Q053,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,"A subclass constructor calls 'super()' without parameters. If the superclass has no default constructor, what happens?",The JVM automatically adds a default constructor to the superclass.,A compile-time error occurs because the superclass constructor is not properly called.,The superclass's parameterized constructor is called with default values.,The constructor chain terminates with a runtime exception.,B,"If the superclass lacks a default constructor, omitting 'super()' in the subclass constructor leads to a compile error as the superclass constructor must be explicitly called.",Expert1,1,1,1,1,1,
Q054,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,Which scenario correctly demonstrates polymorphism using method references in Java?,A subclass method with the same name and parameters as the superclass method but different return type.,A superclass reference variable pointing to a subclass object with a method override.,A static method in a superclass being called via a subclass reference.,A private method in a superclass being overridden in a subclass.,B,"Polymorphism via method overriding requires a superclass reference variable referencing a subclass object, enabling dynamic method dispatch based on runtime type.",Expert1,1,1,1,1,1,
Q055,Java Programming,Inheritance,"Java Programming: inheritance (extends, super, overriding, polymorphism basics)",hard,,local,"If a subclass overrides a superclass method with a more restrictive access modifier (e.g., changing 'public' to 'protected'), which statement is true?",The subclass method must have the same access level as the superclass method.,The subclass method can have a more restrictive access modifier but must maintain the same return type.,The subclass method cannot override the superclass method if the access modifier is more restrictive.,The subclass method must have a wider access modifier than the superclass method.,B,"Overriding allows the subclass method to have a more restrictive access modifier than the superclass method, but it cannot be less restrictive.",Expert1,1,1,1,1,1,
Q056,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which interface guarantees that the elements in a Map are stored in the order they were inserted?,HashMap,LinkedHashMap,TreeMap,List,B,"LinkedHashMap maintains insertion order, while HashMap and TreeMap do not.",Expert1,1,1,1,1,1,
Q057,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,What is the time complexity for inserting an element at the beginning of an ArrayList versus a LinkedList?,O(1) for both,O(1) for ArrayList and O(n) for LinkedList,O(n) for ArrayList and O(1) for LinkedList,O(n) for both,C,"ArrayList requires shifting elements, leading to O(n), while LinkedList allows O(1) insertion at the head.",Expert1,1,1,1,1,1,
Q058,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which method of the Map interface returns a Set view of the keys?,keySet(),entrySet(),values(),get(),A,"keySet() returns a Set of keys, while entrySet() and values() return different views.",Expert1,1,1,1,1,1,
Q059,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,Which method of the List interface removes all elements from the list?,remove(),removeAll(),clear(),set(),C,"The clear() method empties the list, while remove() and removeAll() have different behaviors.",Expert1,1,1,1,1,1,
Q060,Java Programming,Collections,"Java Programming: collections (ArrayList, HashMap, List/Map interfaces, basic operations)",hard,,local,"After removing an entry from a HashMap, which of the following is true?",The size decreases by one,The keySet() is modified,The entrySet() is unchanged,The values() collection is modified,A,"Removing an entry reduces the size, but keySet() and entrySet() are updated accordingly.",Expert1,1,1,1,1,1,
Q061,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is a key characteristic of a static array?,Size can be changed dynamically,Elements are stored in contiguous memory,Elements can be accessed via non-integer indices,Insertions and deletions are O(1) time complexity,B,"Static arrays have elements stored in contiguous memory locations, which allows efficient access via indices.",Expert1,1,1,1,1,1,
Q062,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,Which operation is used to access an element in an array by its position?,Looping through all elements,Using an index,Calling a function with the element value,Using a pointer to the array,B,Arrays use integer indices to directly access elements at specific positions.,Expert1,1,1,1,1,1,
Q063,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,Which method is most efficient for traversing all elements in an array?,Recursive traversal,Using a for loop with index,Using a while loop with a pointer,Using a linked list traversal,B,A for loop with index efficiently iterates through all elements in an array.,Expert1,1,1,1,1,1,
Q064,Data Structures,Arrays,"Data Structures: arrays (static/dynamic arrays, indexing, traversal, time complexity intro)",easy,,local,What is the time complexity for accessing an element at a specific index in an array?,O(n),O(log n),O(1),O(n^2),C,Arrays provide constant-time O(1) access to elements via direct indexing.,Expert1,1,1,1,1,1,
Q065,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,What is the primary difference between a singly linked list and a doubly linked list?,"Singly linked lists have a prev pointer, while doubly linked lists do not.","Doubly linked lists have a prev pointer, while singly linked lists do not.","Singly linked lists use arrays, while doubly linked lists use dynamic memory.",Doubly linked lists are stored in contiguous memory blocks.,B,"Doubly linked lists include both prev and next pointers, enabling bidirectional traversal.",Expert1,1,1,1,1,1,
Q066,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,"To insert a node at the beginning of a singly linked list, which step is correct?","Set the new node's next to the current head, then update the head to the new node.",Set the new node's next to null and the head to the new node.,Update the head's next to the new node and set the new node's next to null.,Change the data of the current head node to match the new node.,A,Inserting at the beginning requires linking the new node to the old head and updating the head pointer.,Expert1,1,1,1,1,1,
Q067,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,"When deleting a node from the middle of a singly linked list, what is the correct approach?",Adjust the previous node's next pointer to skip the node being deleted.,Set the node's data to null and leave the pointers unchanged.,Remove the node and update the head pointer.,Traverse to the end of the list and modify the tail pointer.,A,Deleting a middle node requires modifying the previous node's next pointer to bypass it.,Expert1,1,1,1,1,1,
Q068,Data Structures,Linked Lists,"Data Structures: linked lists (singly/doubly linked, insertion, deletion, traversal)",medium,,local,Which traversal order is possible with a doubly linked list but not a singly linked list?,Forward traversal only.,Backward traversal only.,Both forward and backward traversal.,Random access via indexing.,C,Doubly linked lists allow bidirectional traversal due to the prev pointer.,Expert1,1,1,1,1,1,
Q069,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which operation is used to add an element to a stack?,Push,Enqueue,Pop,Dequeue,A,"Push is the operation used to add elements to a stack, following the LIFO principle.",Expert1,1,1,1,1,1,
Q070,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which application is best suited for a queue data structure?,Expression evaluation,Undo/Redo functionality,Task scheduling in operating systems,Depth-first search traversal,C,"Queues are ideal for task scheduling due to their FIFO nature, ensuring tasks are processed in order.",Expert1,1,1,1,1,1,
Q071,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,What does the pop operation do in a stack?,Removes the element from the front of the queue,Removes the element from the back of the queue,Removes the top element of the stack,Adds an element to the bottom of the stack,C,"Pop removes the top element from a stack, adhering to the LIFO principle.",Expert1,1,1,1,1,1,
Q072,Data Structures,Stacks & Queues,"Data Structures: stacks and queues (LIFO/FIFO, push/pop, enqueue/dequeue, applications)",medium,,local,Which data structure is used to reverse a string efficiently?,Queue,Stack,Array,Linked list,B,A stack reverses strings by pushing characters and popping them in reverse order.,Expert1,1,1,1,1,1,
Q073,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"In a full binary tree, if the number of internal nodes is 10, what is the number of leaf nodes?",10,11,20,21,B,"In a full binary tree, the number of leaf nodes is always one more than the number of internal nodes.",Expert1,1,1,1,1,1,
Q074,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,"Which of the following represents the correct structure of a binary search tree (BST) after inserting the sequence 5, 3, 7, 2, 4?","Root: 5; Left: 3 (Left: 2, Right: 4); Right: 7","Root: 5; Left: 3 (Left: 2, Right: 4); Right: 7 (Left: 2)",Root: 5; Left: 3 (Left: 2); Right: 7 (Left: 4),Root: 5; Left: 3 (Right: 2); Right: 7 (Left: 4),A,"BST insertion follows the rule that left subtree contains values less than the root, and right subtree contains values greater than the root.",Expert1,1,1,1,1,1,
Q075,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,Which traversal method of a binary search tree (BST) will always produce a sorted sequence of elements?,In-order traversal,Pre-order traversal,Post-order traversal,Level-order traversal,A,In-order traversal visits nodes in ascending order for a BST due to the properties of binary search tree structure.,Expert1,1,1,1,1,1,
Q076,Data Structures,Trees,"Data Structures: trees (binary trees, BST basics, traversal in-order/pre-order/post-order)",hard,,local,Which traversal method visits the root node first in a binary tree?,In-order traversal,Pre-order traversal,Post-order traversal,Level-order traversal,B,"Pre-order traversal visits the root first, followed by left subtree, then right subtree.",Expert1,1,1,1,1,1,
Q077,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which scenario best illustrates the necessity of a collision resolution strategy in hash tables?,All keys map to unique indices without overlap,A hash function produces the same index for multiple keys,The hash table is empty and has zero entries,The load factor is below 0.5,B,"Collisions occur when different keys map to the same index, requiring resolution strategies like chaining or open addressing.",Expert1,1,1,1,1,1,
Q078,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,Which collision handling method is NOT typically used in hash tables?,Chaining with linked lists,Open addressing with quadratic probing,Binary search within the array,Open addressing with double hashing,C,"Binary search is not used for collision resolution in hash tables, which rely on direct or probing-based methods.",Expert1,1,1,1,1,1,
Q079,Data Structures,Hash Tables,"Data Structures: hash tables (hash function, collision handling, load factor, average O(1) lookup)",hard,,local,How does the load factor of a hash table directly impact its average-case lookup time?,"Higher load factors increase collision probability, degrading performance",Load factor has no effect on lookup time complexity,"Load factor only affects memory usage, not time complexity",Lower load factors guarantee O(1) time complexity,A,"A higher load factor increases collisions, leading to longer chains or probe sequences, which worsens average-case performance.",Expert1,1,1,1,1,1,
